City,Departure_Date,Return_Date,Picture_Path,Price,Num_Stops,Duration_Hours,Duration_Minutes,Lodging_Cost,Description
Kaliningrad,Jan 28,Feb 3,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRfIKXxY06k7EDQzhnMVEi_h8hf3lhEbgxOR5TggMj8x5bEycR-s4VBdN-3JpaU-0aUDGwwwc2WEsM1HcI-hk7zsnIR_jAHQ36F5Hpb7-s,"1,077",2,22,35,29,"Kaliningrad (/kəˈlɪnɪnɡræd/ kə-lin-in-grad; Russian: Калининград, IPA: [kəlʲɪnʲɪnˈɡrat]), until 1946 known as Königsberg (Кёнигсберг, IPA: [ˈkʲɵnʲɪɡzbʲɪrk]), is the largest city and the administrative centre of Kaliningrad Oblast, the westernmost oblast of Russia.[12] The city is situated on the Pregolya River, at the head of the Vistula Lagoon on the Baltic Sea, with a population of 489,359 residents,[13] up to 800,000 residents in the urban agglomeration.[14][15] Kaliningrad is the second-largest city in the Northwestern Federal District, after Saint Petersburg, the third-largest city in the Baltic region, and the seventh-largest city on the Baltic Sea.
"
Timișoara,Mar 6,Mar 15,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTgEJp5bnnJTJyAlvOStluCankkT1694780UQIyiw5sbhEZTXGdFYqZyuM1uYVJFXyyr1gSF8F-TdTZtRcDPS3hplgkRfmsrA_K5Y7TdZA,710,1,20,20,44,"Conquered in 1716 by the Austrians from the Ottoman Turks, Timișoara developed in the following centuries behind the fortifications and in the urban nuclei located around them. During the second half of the 19th century, the fortress began to lose its usefulness, due to many developments in the military technology. Former bastions and military spaces were demolished and replaced with new boulevards and neighborhoods.[12] Timișoara was the first city in the Habsburg Monarchy with street lighting (1760) and the first European city to be lit by electric street lamps in 1884.[13] It opened the first public lending library in the Habsburg Monarchy and built a municipal hospital 24 years before Vienna.[13] Also, it published the first German newspaper in Southeast Europe (Temeswarer Nachrichten).[13] Timișoara was the starting point of the Romanian Revolution.[14]
"
The Monastery of Saint Ivan of Rila,Mar 6,Mar 15,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQ16w5oL96Er4A1Jz07xjrCntQ6jH98TPvKY77W7crPjHmVBzUDQvVwBRMcvvILXBVgxLVPHTXanW1W5muomr3YcY2N1y04rk70W09XOWs,551,1,19,40,41,
Nizhny Novgorod,Jan 28,Feb 3,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQWvwmZYqSdcIrGIgza2ra8v7JgaL4XYtuBsEDzqC8wm28nqKM7HlXoqXmGqLvseFj_i8Ab55UZNF_I2XBnud7V8uq8a1Ivnyx0nRhbMaw,"4,239",2,20,55,33,"The city was founded on 4 February 1221[17] by Prince Yuri II of Vladimir. In 1612, Kuzma Minin and Prince Dmitry Pozharsky organized an army for the liberation of Moscow from the Poles and Lithuanians. In 1817, Nizhny Novgorod became a great trade center of the Russian Empire. In 1896, at a fair, an All-Russia Exhibition was organized. During the Soviet period, the city turned into an important industrial center. In particular, the Gorky Automobile Plant was constructed in this period. Then the city was given the nickname ""Russian Detroit"". After the dissolution of the Soviet Union the city was renamed Nizhny Novgorod once again. In 1985, the Nizhny Novgorod Metro was opened. In 2016, Vladimir Putin opened the new 70th Anniversary of Victory Plant, which is part of the Almaz-Antey Air and Space Defence Corporation.
"
Veliko Tarnovo,Mar 6,Mar 15,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQg6cKqZa6UNzHCsPV9zR1NZvm593-t5ASOL1pB2GKKVVBOEHGXThCSRAmyGvwp7SZDeMe8C90_vDAa3cdmBa9rasLVPh3ZWHW-XjWUids,551,1,19,40,44,"Veliko Tarnovo (Bulgarian: Велико Търново, romanized: Veliko Tǎrnovo, pronounced [vɛˈliko ˈtɤrnovo]; ""Great Tarnovo"") is a town in north central Bulgaria and the administrative centre of Veliko Tarnovo Province.
"
Paris,Mar 3,Mar 9,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT5GpMGAYryrN2Ky8nyltBOVHmaeu-nJOZ00hPDHiTBLoTwuLSyBfbZ1VE4jnSVxmQMRg-L5qJ5J2VzzDooYK8iAigKe_SjkIl5gocq7Ho,477,1,14,15,125,"Paris (French pronunciation: ​[paʁi] (listen)) is the capital and most populous city of France, with an estimated population of 2,165,423 residents as of 1 January 2022 in an area of more than 105 square kilometres (41 square miles).[3] Since the 17th century, Paris has been one of Europe's major centres of finance, diplomacy, commerce, fashion, gastronomy, science, and arts. The City of Paris is the centre and seat of government of the region and province of Île-de-France, or Paris Region, which has an estimated population of 12,174,880, or about 18 percent of the population of France as of 2017[update].[4] The Paris Region had a GDP of €709 billion ($808 billion) in 2017.[5] According to the Economist Intelligence Unit Worldwide Cost of Living Survey in 2018, Paris was the second most expensive city in the world, after Singapore and ahead of Zürich, Hong Kong, Oslo, and Geneva.[6] Another source ranked Paris as most expensive, on par with Singapore and Hong Kong, in 2018.[7][8]
"
Barcelona,Mar 20,Mar 29,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWgPjqj_1YU0y1tutOBWZUVblErbRwCnxLJrfA9Kj0tY6bsjNXpxSugeh-jrAOfoS2xjh89Ky0l67FAyB5jg4T_myP8QegywU17KtlBlw,439,1,16,45,89,"Barcelona (/ˌbɑːrsəˈloʊnə/ BAR-sə-LOH-nə, Catalan: [bəɾsəˈlonə], Spanish: [baɾθeˈlona]) is a city on the coast of northeastern Spain. It is the capital and largest city of the autonomous community of Catalonia, as well as the second most populous municipality of Spain. With a population of 1.6 million within city limits,[7] its urban area extends to numerous neighbouring municipalities within the Province of Barcelona and is home to around 4.8 million people,[3] making it the fifth most populous urban area in the European Union after Paris, the Ruhr area, Madrid, and Milan.[3] It is one of the largest metropolises on the Mediterranean Sea, located on the coast between the mouths of the rivers Llobregat and Besòs, and bounded to the west by the Serra de Collserola mountain range, the tallest peak of which is 512 metres (1,680 feet) high.
"
Bath,Mar 3,Mar 9,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQTS1LPNGxditWKGed6Nhgyk7chT0VGRjOPtGcjbSpUw9K-pGuioaYQ-GNlkrYirZsrYKPSdmReRILAbfufxuPtoujoZPU2Z4x0YKo9YMc,476,1,20,50,138,"Bath may refer to: 
"
Oxford,Mar 3,Mar 9,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcToddeBogcRgvBbxrA-BuSZkcq4nZH7w5M_omC4xiwbwmgYhdIm5NDgWcSxS8-dH0cYXKIAKYKHQqzes8f9ire5kNxTQvsGLvx6lvbsr98,476,1,20,50,113,"Oxford (/ˈɒksfərd/)[4][5] is a city in England. It is the county town and only city of Oxfordshire. In 2017, its population was estimated at 152,450.[1] It is 56 miles (90 km) northwest of London, 64 miles (103 km) southeast of Birmingham, and 61 miles (98 km) northeast of Bristol. The city is home to the University of Oxford, the oldest university in the English-speaking world,[6] and has buildings in every style of English architecture from late Anglo-Saxon. Oxford's industries include motor manufacturing, education, publishing, information technology and science.
"
Cardiff,Mar 3,Mar 9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyYNTa1GmB614mLIatcH7qMlwv4UWj6WJO2zEN0Sj5a8FHcdSdMw2ey2y0dTeMjD7YCXIKsWUiP5C_LhfPILD76PpZX1oLM-fL7ie8yTQ,476,1,20,50,100,"Cardiff (/ˈkɑːrdɪf/; Welsh: Caerdydd [kairˈdiːð, kaːɨrˈdɨːð] (listen)) is the capital and largest city of Wales. It forms a principal area, officially known as the City and County of Cardiff (Welsh: Dinas a Sir Caerdydd), and the city is the eleventh-largest in the United Kingdom. Located in the south-east of Wales and in the Cardiff Capital Region, Cardiff is the county town of the historic county of Glamorgan and in 1974–1996 of South Glamorgan. It belongs to the Eurocities network of the largest European cities.[5] A small town until the early 19th century, its prominence as a port for coal when mining began in the region helped its expansion. In 1905 it was ranked as a city and in 1955 proclaimed capital of Wales. Cardiff Built-up Area covers a larger area outside the county boundary, including the towns of Dinas Powys and Penarth.
"
Lisbon,Mar 28,Apr 5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyawcRLrmBvKF5v_iI1GRfKol4CVG-HHrDPDEegUsNEEkU4Lyqh7eND09wpxyiomJPz8I0tzsKwUjsHzcbDdP0FkZaMGI6v4BQP_szctI,541,1,12,57,82,"Lisbon (/ˈlɪzbən/; Portuguese: Lisboa [liʒ.ˈbo.ɐ] (listen))[5] is the capital and the largest city of Portugal, with an estimated population of 544,851[1] within its administrative limits in an area of 100.05 km2.[6] Lisbon's urban area extends beyond the city's administrative limits with a population of around 2.7 million people, being the 11th-most populous urban area in the European Union.[4] About 2.9 million people live in the Lisbon metropolitan area, which represents approximately 27% of the country's population.[3] It is mainland Europe's westernmost capital city and the only one along the Atlantic coast. Lisbon lies in the western Iberian Peninsula on the Atlantic Ocean and the River Tagus. The westernmost portions of its metro area, the Portuguese Riviera, form the westernmost point of Continental Europe, culminating at Cabo da Roca.
"
Madrid,Feb 13,Feb 22,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS07uY1Ff10piuoeygVkLQngkw20s-oavGPhgwXf2XDzf-7A9E2YBR0ECsvIE8VsDZHTft_ISqisNlrWLpoMpTgyTBzxolFFtoj4kjgBA4,540,1,13,38,78,"Madrid (/məˈdrɪd/ mə-DRID, Spanish: [maˈðɾið])[n. 1] is the capital and most populous city of Spain. The city has almost 3.4 million[8] inhabitants and a metropolitan area population of approximately 6.7 million. It is the second-largest city in the European Union (EU), surpassed only by Berlin in its administrative limits, and its monocentric metropolitan area is the second-largest in the EU, surpassed only by Paris.[9][10][11] The municipality covers 604.3 km2 (233.3 sq mi) geographical area.[12]
"
Amsterdam,Mar 3,Mar 9,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRnY0F6Bifbn6bh9bMH1HqK2db-o3dA6QQiBdZRl4x4czf6qocjWtf_zDjWCLnhhFsqNIVGR4nKEjFMvF1zhQB1Y10LeAvBxwkRWOxj6Hs,480,1,18,5,111,"Amsterdam (/ˈæmstərdæm/ AM-stər-dam, UK also /ˌæmstərˈdæm/ AM-stər-DAM,[8][9] Dutch: [ˌɑmstərˈdɑm] (listen)) is the capital and most populous city of the Netherlands; with a population of 872,680[10] within the city proper, 1,558,755 in the urban area[5] and 2,480,394 in the metropolitan area.[11] Found within the Dutch province of North Holland,[12][13] Amsterdam is colloquially referred to as the ""Venice of the North"", due to the large number of canals which form a UNESCO World Heritage Site.[citation needed]
"
Dublin,Feb 21,Mar 2,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTZCkSlEQb-XuvhMy5LheN0C4kL9bgDfEghv1eFg0ksLVkoEFMIjLHIPfrvn1KHU8W_bxXKATS-8u3WnmaZn3OhUrRnXhTheApzeOHDmU0,427,1,16,0,122,"Dublin (/ˈdʌblɪn/; Irish: Baile Átha Cliath,[12] pronounced [ˈbˠalʲə aːhə ˈclʲiə] or [ˌbʲlʲaː ˈclʲiə]) is the capital and largest city of Ireland.[13][14] Situated on a bay on the east coast, at the mouth of the River Liffey, it lies within the province of Leinster. It is bordered on the south by the Dublin Mountains, a part of the Wicklow Mountains range. It has an urban area population of 1,173,179,[8] while the population of the Dublin Region (traditional County Dublin) as of 2016[update] was 1,347,359.[15] The population of the Greater Dublin Area was 1,904,806 per the 2016 census.[16]
"
Berlin,Mar 3,Mar 10,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTVrMe5OP9GPYyjeOjWKyhIgjUJEyC5wuLW-2m2cpTaJUyng4AvH3SDUXD2bTD80YA8Q5vi5w8egz5stPa57imwzxDFow0tfop3HIaYNoo,509,1,24,15,84,"Berlin (/bɜːrˈlɪn/ bur-LIN, German: [bɛʁˈliːn] (listen))[7] is the capital and largest city of Germany by both area and population.[8][9] Its 3.7 million inhabitants make it the European Union's most populous city, according to population within city limits.[2] One of Germany's sixteen constituent states, Berlin is surrounded by the State of Brandenburg and contiguous with Potsdam, Brandenburg's capital. Berlin's urban area, which has a population of around 4.5 million, is the second most populous urban area in Germany after the Ruhr.[3] The Berlin-Brandenburg capital region has over six million inhabitants and is Germany's third-largest metropolitan region after the Rhine-Ruhr and Rhine-Main regions.[10]
"
Vienna,Mar 14,Mar 21,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQakQpEvCrslOL17iKCG_hxSETZDAFHfSpuxeLRRklw1ShClCLy7uTqNJcQ-HGYC4KmRENW6B23wz_XTmw4DWa9PB4yM-3oh2L0or10Zg0,551,1,15,30,92,"Vienna (/viˈɛnə/ (listen) vee-EN-ə;[7][8] Austrian German: Wien [viːn] (listen); Austro-Bavarian: Wean [veɐ̯n]) is the national capital, largest city, and one of nine states of Austria. Vienna is Austria's most populous city, with about 2 million inhabitants[9] (2.6 million within the metropolitan area,[10] nearly one third of the country's population), and its cultural, economic, and political center. It is the 6th-largest city by population within city limits in the European Union.
"
Edinburgh,Apr 30,May 6,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQUVgxF1XOAN6EVdfrqpiMSgTL1gAioK6XfOeNsdKHU9CHbvGjyua3TJ4he8O9HV0Xia7exHR4YHMxj-8luvYftoaesuJr6io7uPQqjwAQ,555,1,23,5,121,"Edinburgh  (/ˈɛdɪnbərə/ (listen);[8][9][10] Scots: Edinburgh; Scottish Gaelic: Dùn Èideann [ˈt̪uːn ˈeːtʲən̪ˠ]) is the capital city of Scotland and one of its 32 council areas. Historically part of the county of Midlothian (interchangeably Edinburghshire before 1921),[11] it is located in Lothian on the southern shore of the Firth of Forth. Edinburgh is Scotland's second-most populous city and the seventh-most populous city in the United Kingdom.
"
Munich,Mar 3,Mar 9,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQXDus4WYwr1y1eOc5fjsxhNyt_HbaZRByKDwl-oPP-hSQTguIz89oIWtocJbRcXG6VGqmKQs0bApTzPI1pUxslbgFySkDNApE1VSfC_24,523,1,21,25,88,"Munich (/ˈmjuːnɪk/ MEW-nik; German: München [ˈmʏnçn̩] (listen); Bavarian: Minga [ˈmɪŋ(ː)ɐ] (listen)) is the capital and most populous city of Bavaria. With a population of 1,558,395 inhabitants as of 31 July 2020,[4] it is the third-largest city in Germany, after Berlin and Hamburg, and thus the largest which does not constitute its own state, as well as the 11th-largest city in the European Union. The city's metropolitan region is home to 6 million people.[5]
"
Brighton,Mar 14,Mar 23,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSfFSPZ4oXVUac3GYxkqXDOtB7KghXVVn6Cwifat0_1v2Dpq3JTyq1jagEeOwn-D7bH5IWS4lgpBR2zwlhLg2N4G1UUx692L-zlVoSeytY,554,1,13,52,113,"Brighton (/ˈbraɪtən/) is a seaside resort and one of the two main areas of the City of Brighton and Hove. Located on the south coast of England, in the county of East Sussex, it is 47 miles (76 km) south of London.[2]
"
Seville,Mar 6,Mar 15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLDSf6MO9e0veuvsOxoiKVn44GHAK3zOnMlFF5Qr-qXa9kTU865KRDCGQxFlyDiVuLUxIoaaCBRbEXFSKUrxA3HdUn2VNJP6ruCdejvOo,537,2,19,5,91,"Seville (/səˈvɪl/; Spanish: Sevilla, Castilian Spanish IPA: [seˈβiʎa], Andalusian Spanish (with yeísmo) [seˈβiʝa] (listen)) is the capital and largest city of the Spanish autonomous community of Andalusia and the province of Seville. It is situated on the lower reaches of the River Guadalquivir, in the southwest of the Iberian Peninsula.
"
Luxembourg,Mar 14,Mar 21,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ999qvEWXLH5Pk4pvFQS1E1EL18VQqgtj5cZxdaWGXjiue8fDAtYIO72HxyllnktQeAEk0fjj66JUvr3-SdAbepTuEOxjJc97pCBQZrhY,502,1,14,15,110,– in Europe (green & dark gray)– in the European Union (green)
Zürich,Mar 3,Mar 9,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT4usdJOfeE_s4B934oRLVQnYeJxbrwnl3l_G3XuuLnIpvxKm2DpmfvvuOBth6fTAyn868IqEPfwW_U9BzvgEWcIe3xU3NaeFYG0B-eq_w,475,1,13,30,161,"Zürich (see below) is the largest city in Switzerland and the capital of the canton of Zürich. It is located in north-central Switzerland,[5] at the northwestern tip of Lake Zürich. As of January 2020, the municipality has 434,335 inhabitants, the urban area (agglomeration) 1.315 million (2009),[6] and the Zürich metropolitan area 1.83 million (2011).[7] Zürich is a hub for railways, roads, and air traffic. Both Zurich Airport and Zürich's main railway station are the largest and busiest in the country.
"
Porto,Mar 28,Apr 5,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTtE2JP9BsPAqqvRemBTQf7akt_qyBriSbJxoc1fIiCLc521DyBnZYyP-TNKh2HUYjgEQNnDCIFnw-f6hNzMejJVkVLdllkD6USFBhp4AM,545,1,13,0,72,"Porto or Oporto[a][8] (Portuguese pronunciation: [ˈpoɾtu] (listen)) is the second-largest city in Portugal, the capital of the Porto District, and one of the Iberian Peninsula's major urban areas. Porto city proper, which is the entire municipality of Porto, is small compared to its metropolitan area, with an estimated population of just 231,962 people in a municipality with only 41.42 km2.[1][9] Porto's metropolitan area has around 1.7 million people (2021)[1] in an area of 2,395 km2 (925 sq mi),[10] making it the second-largest urban area in Portugal.[11][12][13] It is recognized as a global city with a Gamma + rating from the Globalization and World Cities Research Network.[14]
"
Manchester,Mar 17,Mar 25,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSX3KOwzw6lenhTVEap2AST_vyT13M1AIQ9f1jK9mtYUpZ28iGHW_Au_FsV0saDj9a_YwUtpKgUjoEDv-nsJwN_CxHfeveJsf4RuTSjHPc,550,2,20,0,76,"Manchester (/ˈmæntʃɪstər, -tʃɛs-/)[4][5] is the most-populous city and metropolitan borough in North West England and Greater Manchester, England. The city has the country's fifth-largest population at 547,627 (as of 2018)[6] and lies within the United Kingdom's second-most populous urban area, with a population of 2.7 million,[7] third most-populous county, at around 2.8 million.[8] It is fringed by the Cheshire Plain to the south, the Pennines to the north and east, and an arc of towns with which it forms a continuous conurbation.[9] The local authority for the city is Manchester City Council. Manchester is commonly referred to as the ""second city of the United Kingdom"",[10][11][12][13] although whether Manchester or Birmingham is Britain's second city is disputable.[14][15]
"
